진료년도,표시과목,주상병코드,환자수,명세서 청구건수,요양급여비용총액,보험자부담금
2018,"진단방사선과,영상의학과",A87,3,3,1240640,868640
2018,"진단방사선과,영상의학과",B00,121,162,3400930,2472030
2018,"진단방사선과,영상의학과",B02,390,746,16857340,12507020
2018,"진단방사선과,영상의학과",B07,6,6,285560,200160
2018,"진단방사선과,영상의학과",B15,5,6,633560,443760
2018,"진단방사선과,영상의학과",B16,9,11,947320,665820
2018,"진단방사선과,영상의학과",B17,63,70,8582030,6022430
2018,"진단방사선과,영상의학과",B18,3037,4581,560865440,394297040
2018,"진단방사선과,영상의학과",B19,49,49,4023910,2819410
2018,"진단방사선과,영상의학과",B24,1,1,27680,19380
2018,"진단방사선과,영상의학과",B25,4,4,108290,78490
2018,"진단방사선과,영상의학과",B26,18,20,957530,680030
2018,"진단방사선과,영상의학과",B27,2,3,165890,116290
2018,"진단방사선과,영상의학과",B34,1,1,137480,96280
2018,"진단방사선과,영상의학과",B35,350,687,10063000,7463500
2018,"진단방사선과,영상의학과",B36,9,21,279110,205010
2018,"진단방사선과,영상의학과",B37,296,405,13765490,9758890
2018,"진단방사선과,영상의학과",B44,8,8,985990,690790
2018,"진단방사선과,영상의학과",B46,3,3,269950,189150
2018,"진단방사선과,영상의학과",B47,6,6,819390,573990
2018,"진단방사선과,영상의학과",B48,1,2,28010,25010
2018,"진단방사선과,영상의학과",B49,2,2,137610,96410
2018,"진단방사선과,영상의학과",B66,26,26,3567290,2502490
2018,"진단방사선과,영상의학과",B69,8,8,1589430,1113030
2018,"진단방사선과,영상의학과",B77,1,1,56970,39970
2018,"진단방사선과,영상의학과",B79,1,1,53060,37160
2018,"진단방사선과,영상의학과",B81,1,1,45970,32270
2018,"진단방사선과,영상의학과",B82,1,1,125590,87990
2018,"진단방사선과,영상의학과",B85,1,1,15310,10810
2018,"진단방사선과,영상의학과",B88,18,51,3158210,2513810
2018,"진단방사선과,영상의학과",B89,1,1,13340,9340
2018,"진단방사선과,영상의학과",B90,1161,1203,132863940,93603640
2018,"진단방사선과,영상의학과",B91,1,1,25450,17850
2018,"진단방사선과,영상의학과",B97,1,1,68560,48060
2018,"진단방사선과,영상의학과",B98,94,111,2307720,1640720
2018,"진단방사선과,영상의학과",C00,3,5,1536230,1401330
2018,"진단방사선과,영상의학과",C01,7,7,2121130,1985730
2018,"진단방사선과,영상의학과",C02,60,80,29779810,26551310
2018,"진단방사선과,영상의학과",C03,61,86,36719710,33651710
2018,"진단방사선과,영상의학과",C04,8,12,4634110,4216710
2018,"진단방사선과,영상의학과",C05,18,27,10310530,9427930
2018,"진단방사선과,영상의학과",C06,63,71,31144720,26510920
2018,"진단방사선과,영상의학과",C07,26,29,8122220,7095920
2018,"진단방사선과,영상의학과",C08,29,31,8476220,6801820
2018,"진단방사선과,영상의학과",C09,21,24,4969960,4456160
2018,"진단방사선과,영상의학과",C10,8,8,1674640,1329440
2018,"진단방사선과,영상의학과",C11,22,23,7511130,6670630
2018,"진단방사선과,영상의학과",C12,4,4,1234940,1070240
2018,"진단방사선과,영상의학과",C13,14,17,4027810,3633410
2018,"진단방사선과,영상의학과",C14,4,7,2921650,2775850
2018,"진단방사선과,영상의학과",C15,51,57,13025870,10937270
2018,"진단방사선과,영상의학과",C16,676,756,171704020,151811320
2018,"진단방사선과,영상의학과",C17,43,45,9660680,7387780
2018,"진단방사선과,영상의학과",C18,536,618,173800680,154277080
2018,"진단방사선과,영상의학과",C19,80,89,29528670,26735970
2018,"진단방사선과,영상의학과",C20,400,493,223050010,207199010
2018,"진단방사선과,영상의학과",C21,20,26,8417260,7569660
2018,"진단방사선과,영상의학과",C22,2216,2401,496913740,378334740
2018,"진단방사선과,영상의학과",C23,185,196,44225180,33801080
2018,"진단방사선과,영상의학과",C24,327,351,89937000,66881000
2018,"진단방사선과,영상의학과",C25,1132,1192,292375010,216497510
2018,"진단방사선과,영상의학과",C26,14,15,4009300,2954300
2018,"진단방사선과,영상의학과",C30,10,10,2590970,2224870
2018,"진단방사선과,영상의학과",C31,20,23,6928960,5867260
2018,"진단방사선과,영상의학과",C32,73,84,20111360,17767560
2018,"진단방사선과,영상의학과",C33,1,1,29070,27670
2018,"진단방사선과,영상의학과",C34,2019,2470,514731120,406119320
2018,"진단방사선과,영상의학과",C37,15,16,3279940,2770940
2018,"진단방사선과,영상의학과",C38,42,45,7823790,5820590
2018,"진단방사선과,영상의학과",C39,2,2,705770,617970
2018,"진단방사선과,영상의학과",C40,19,19,7997920,5748820
2018,"진단방사선과,영상의학과",C41,79,95,31630360,26064660
2018,"진단방사선과,영상의학과",C43,17,41,7325260,6894260
2018,"진단방사선과,영상의학과",C44,28,32,7721210,7123510
2018,"진단방사선과,영상의학과",C45,5,11,2542820,2446420
2018,"진단방사선과,영상의학과",C46,4,4,1704660,1564560
2018,"진단방사선과,영상의학과",C47,4,4,948430,665930
2018,"진단방사선과,영상의학과",C48,32,33,10079180,8226480
2018,"진단방사선과,영상의학과",C49,88,97,26792610,22063310
2018,"진단방사선과,영상의학과",C50,2291,2896,648580670,585129670
2018,"진단방사선과,영상의학과",C51,4,5,1399700,1329100
2018,"진단방사선과,영상의학과",C52,2,2,648700,616400
2018,"진단방사선과,영상의학과",C53,153,171,66489540,60223240
2018,"진단방사선과,영상의학과",C54,144,151,56000390,49995890
2018,"진단방사선과,영상의학과",C55,29,30,8884250,7404650
2018,"진단방사선과,영상의학과",C56,302,362,106467160,91858760
2018,"진단방사선과,영상의학과",C57,8,11,2410180,2134480
2018,"진단방사선과,영상의학과",C60,1,1,898740,853840
2018,"진단방사선과,영상의학과",C61,470,545,163773510,149227210
2018,"진단방사선과,영상의학과",C62,7,8,1358910,1139810
2018,"진단방사선과,영상의학과",C63,3,3,1001260,757560
2018,"진단방사선과,영상의학과",C64,507,556,126085100,99404900
2018,"진단방사선과,영상의학과",C65,19,21,4703190,3942790
2018,"진단방사선과,영상의학과",C66,59,63,15053490,11714990
2018,"진단방사선과,영상의학과",C67,329,386,84997750,69831850
2018,"진단방사선과,영상의학과",C68,5,5,845790,595090
2018,"진단방사선과,영상의학과",C69,6,7,2606590,1979290
2018,"진단방사선과,영상의학과",C70,4,5,1656430,1190930
2018,"진단방사선과,영상의학과",C71,311,337,77451390,59619890
2018,"진단방사선과,영상의학과",C72,27,29,12529100,10216600
2018,"진단방사선과,영상의학과",C73,1211,1404,246698990,212382190
2018,"진단방사선과,영상의학과",C74,22,22,6003660,4512460
2018,"진단방사선과,영상의학과",C75,8,8,1733480,1283680
2018,"진단방사선과,영상의학과",C76,30,31,10228380,8172680
2018,"진단방사선과,영상의학과",C77,275,300,45772760,39706260
2018,"진단방사선과,영상의학과",C78,259,277,68293500,53365900
2018,"진단방사선과,영상의학과",C79,197,212,77602560,63231660
2018,"진단방사선과,영상의학과",C80,14,16,4553860,4014160
2018,"진단방사선과,영상의학과",C81,13,18,5482730,4716930
2018,"진단방사선과,영상의학과",C82,8,8,1469270,1286270
2018,"진단방사선과,영상의학과",C83,26,34,12016830,11236330
2018,"진단방사선과,영상의학과",C84,5,5,1047710,937710
2018,"진단방사선과,영상의학과",C85,68,87,22355620,18312820
2018,"진단방사선과,영상의학과",C86,4,5,1282250,1236050
2018,"진단방사선과,영상의학과",C88,12,13,3088420,2934620
2018,"진단방사선과,영상의학과",C90,19,21,6692320,5472420
2018,"진단방사선과,영상의학과",C91,8,8,1491050,1400050
2018,"진단방사선과,영상의학과",C92,8,10,1774160,1686060
2018,"진단방사선과,영상의학과",C94,3,3,637950,606250
2018,"진단방사선과,영상의학과",C95,1,1,485150,373750
2018,"진단방사선과,영상의학과",C96,8,9,1718230,1320530
2018,"진단방사선과,영상의학과",D00,5,5,1020510,908310
2018,"진단방사선과,영상의학과",D01,167,189,44040720,37954120
2018,"진단방사선과,영상의학과",D02,6,7,1010210,712410
2018,"진단방사선과,영상의학과",D04,1,1,225200,214000
2018,"진단방사선과,영상의학과",D05,163,215,36217580,33329480
2018,"진단방사선과,영상의학과",D06,41,41,13023760,11916760
2018,"진단방사선과,영상의학과",D07,7,8,2217600,1867800
2018,"진단방사선과,영상의학과",D09,27,28,7001940,6456240
2018,"진단방사선과,영상의학과",D10,113,116,18632680,13248080
2018,"진단방사선과,영상의학과",D11,383,401,63320850,44460250
2018,"진단방사선과,영상의학과",D12,2978,3047,733857130,514495030
2018,"진단방사선과,영상의학과",D13,10292,10616,2283783510,1604320810
2018,"진단방사선과,영상의학과",D14,7676,8020,1262322720,887045520
2018,"진단방사선과,영상의학과",D15,348,361,69389480,48812680
2018,"진단방사선과,영상의학과",D16,1054,1074,111004380,78358080
2018,"진단방사선과,영상의학과",D17,1167,1272,98126400,69486290
2018,"진단방사선과,영상의학과",D18,5344,5514,1201727260,842987960
2018,"진단방사선과,영상의학과",D19,24,25,2961560,2079660
2018,"진단방사선과,영상의학과",D20,68,72,14847730,10434430
2018,"진단방사선과,영상의학과",D21,1028,1096,106653960,75231350
2018,"진단방사선과,영상의학과",D23,225,491,27289350,19381450
2018,"진단방사선과,영상의학과",D24,6600,8547,378003280,267599900
2018,"진단방사선과,영상의학과",D25,1993,2100,299093990,212548770
2018,"진단방사선과,영상의학과",D26,690,720,54075390,37987790
2018,"진단방사선과,영상의학과",D27,1512,1529,297535540,208828240
2018,"진단방사선과,영상의학과",D28,20,20,3437570,2409970
2018,"진단방사선과,영상의학과",D29,123,150,8652710,6261210
2018,"진단방사선과,영상의학과",D30,4279,4379,925495930,650562430
2018,"진단방사선과,영상의학과",D31,63,67,15796050,11064550
2018,"진단방사선과,영상의학과",D32,437,472,191223600,142141300
2018,"진단방사선과,영상의학과",D33,857,887,311750330,224876230
2018,"진단방사선과,영상의학과",D34,5318,6356,296813490,210853540
2018,"진단방사선과,영상의학과",D35,1040,1088,355323730,254117630
2018,"진단방사선과,영상의학과",D36,364,392,27392710,19475810
2018,"진단방사선과,영상의학과",D37,4969,5163,1108685140,785451540
2018,"진단방사선과,영상의학과",D38,4068,4299,700056020,492803720
2018,"진단방사선과,영상의학과",D39,789,818,196046710,138735310
2018,"진단방사선과,영상의학과",D40,91,99,13840830,9745230
2018,"진단방사선과,영상의학과",D41,973,1027,216369640,152488140
2018,"진단방사선과,영상의학과",D42,65,67,26641250,19248550
2018,"진단방사선과,영상의학과",D43,453,477,134135380,99561680
2018,"진단방사선과,영상의학과",D44,1546,1829,226386870,161119870
2018,"진단방사선과,영상의학과",D45,3,14,696120,610720
2018,"진단방사선과,영상의학과",D46,4,4,1017490,966790
2018,"진단방사선과,영상의학과",D47,79,96,16528170,13096770
2018,"진단방사선과,영상의학과",D48,1444,1627,202188170,143919830
2018,"진단방사선과,영상의학과",D50,799,1263,37415870,26822170
2018,"진단방사선과,영상의학과",D51,2,3,43490,36290
2018,"진단방사선과,영상의학과",D52,7,16,308760,234260
2018,"진단방사선과,영상의학과",D53,2,13,175350,124650
2018,"진단방사선과,영상의학과",D61,4,4,742060,608260
2018,"진단방사선과,영상의학과",D64,394,487,22640380,16174380
2018,"진단방사선과,영상의학과",D68,2,2,232680,162980
2018,"진단방사선과,영상의학과",D69,49,65,3781050,2703450
2018,"진단방사선과,영상의학과",D72,43,45,1307350,927750
2018,"진단방사선과,영상의학과",D73,132,135,28010910,19857510
2018,"진단방사선과,영상의학과",D74,1,1,18580,16780
2018,"진단방사선과,영상의학과",D75,10,10,335620,235320
2018,"진단방사선과,영상의학과",D76,1,5,516650,361950
2018,"진단방사선과,영상의학과",D84,1,5,59110,41810
2018,"진단방사선과,영상의학과",D86,18,19,3667280,2888680
2018,"진단방사선과,영상의학과",E01,1,1,9560,6760
2018,"진단방사선과,영상의학과",E02,2,10,224940,158040
2018,"진단방사선과,영상의학과",E03,1443,3980,135088680,96400280
2018,"진단방사선과,영상의학과",E04,3319,3764,186451930,132004460
2018,"진단방사선과,영상의학과",E05,623,2097,78809150,55811550
2018,"진단방사선과,영상의학과",E06,1133,1839,83897330,59114030
2018,"진단방사선과,영상의학과",E07,2204,2550,103633030,73403830
2018,"진단방사선과,영상의학과",E10,25,63,2726920,2038420
2018,"진단방사선과,영상의학과",E11,3360,15968,383664710,291700180
2018,"진단방사선과,영상의학과",E12,1,2,28050,25050
2018,"진단방사선과,영상의학과",E13,125,299,8849700,6431500
2018,"진단방사선과,영상의학과",E14,974,2980,78212490,57113290
2018,"진단방사선과,영상의학과",E15,1,2,65910,48010
2018,"진단방사선과,영상의학과",E16,47,47,8835720,6189820
2018,"진단방사선과,영상의학과",E20,2,2,155100,108700
2018,"진단방사선과,영상의학과",E21,8,30,723150,513650
2018,"진단방사선과,영상의학과",E22,496,560,178055520,125913420
2018,"진단방사선과,영상의학과",E23,93,103,17805890,12603990
2018,"진단방사선과,영상의학과",E24,1,1,11810,8310
2018,"진단방사선과,영상의학과",E25,1,1,166600,150000
2018,"진단방사선과,영상의학과",E27,22,28,3424560,2429460
2018,"진단방사선과,영상의학과",E28,51,56,2954310,2072610
2018,"진단방사선과,영상의학과",E29,7,13,430630,305430
2018,"진단방사선과,영상의학과",E30,296,311,14875360,10559160
2018,"진단방사선과,영상의학과",E32,27,27,3768970,2647370
2018,"진단방사선과,영상의학과",E34,36,49,1327930,934530
2018,"진단방사선과,영상의학과",E35,7,7,657300,463400
2018,"진단방사선과,영상의학과",E44,1,1,242520,169820
2018,"진단방사선과,영상의학과",E46,53,104,6833880,5404880
2018,"진단방사선과,영상의학과",E50,98,152,2240880,1604380
2018,"진단방사선과,영상의학과",E53,4,15,207190,184390
2018,"진단방사선과,영상의학과",E55,525,741,14571470,10427170
2018,"진단방사선과,영상의학과",E56,21,31,404910,300610
2018,"진단방사선과,영상의학과",E58,81,132,2124130,1598630
2018,"진단방사선과,영상의학과",E61,8,8,123130,94630
2018,"진단방사선과,영상의학과",E63,17,33,2065140,1612240
2018,"진단방사선과,영상의학과",E65,8,8,319750,227350
2018,"진단방사선과,영상의학과",E66,37,96,2255620,1602320
2018,"진단방사선과,영상의학과",E70,1,4,90290,63490
2018,"진단방사선과,영상의학과",E72,1,1,128050,115250
2018,"진단방사선과,영상의학과",E75,4,4,163550,114650
2018,"진단방사선과,영상의학과",E76,1,1,794220,556020
2018,"진단방사선과,영상의학과",E78,11055,23204,579840780,417172480
2018,"진단방사선과,영상의학과",E79,17,20,416090,300090
2018,"진단방사선과,영상의학과",E80,22,25,1326030,929530
2018,"진단방사선과,영상의학과",E83,21,21,1090150,885750
2018,"진단방사선과,영상의학과",E86,491,1473,90923170,72755680
2018,"진단방사선과,영상의학과",E87,76,113,2915900,2197400
2018,"진단방사선과,영상의학과",E88,14,14,1385760,978160
2018,"진단방사선과,영상의학과",E89,90,248,6874010,4942310
2018,"진단방사선과,영상의학과",F00,792,1152,230506150,163363950
2018,"진단방사선과,영상의학과",F01,280,292,75581650,53340050
2018,"진단방사선과,영상의학과",F02,40,42,8223070,5826170
2018,"진단방사선과,영상의학과",F03,1034,1103,260635270,184657070
2018,"진단방사선과,영상의학과",F05,12,12,1823560,1303760
2018,"진단방사선과,영상의학과",F06,605,1088,78221140,56261340
2018,"진단방사선과,영상의학과",F07,181,190,19194710,13547810
2018,"진단방사선과,영상의학과",F09,3,3,402300,281800
2018,"진단방사선과,영상의학과",F10,17,17,1386810,980410
2018,"진단방사선과,영상의학과",F17,7,13,265500,186600
2018,"진단방사선과,영상의학과",F20,23,25,2199600,1718800
2018,"진단방사선과,영상의학과",F22,3,3,383360,271560
2018,"진단방사선과,영상의학과",F23,1,1,329640,230840
2018,"진단방사선과,영상의학과",F25,6,22,151200,120000
2018,"진단방사선과,영상의학과",F28,1,1,15310,10810
2018,"진단방사선과,영상의학과",F29,1,1,323580,226580
2018,"진단방사선과,영상의학과",F30,2,2,46600,32800
2018,"진단방사선과,영상의학과",F31,12,15,851420,600520
2018,"진단방사선과,영상의학과",F32,69,132,2966720,2208520
2018,"진단방사선과,영상의학과",F33,2,4,56880,40180
2018,"진단방사선과,영상의학과",F34,5,17,734020,584020
2018,"진단방사선과,영상의학과",F38,6,9,227380,161480
2018,"진단방사선과,영상의학과",F39,12,23,608480,448780
2018,"진단방사선과,영상의학과",F40,22,29,1060710,758710
2018,"진단방사선과,영상의학과",F41,201,397,7725920,5868420
2018,"진단방사선과,영상의학과",F42,4,4,788680,552180
2018,"진단방사선과,영상의학과",F43,3,3,41030,28930
2018,"진단방사선과,영상의학과",F44,3,3,454430,318230
2018,"진단방사선과,영상의학과",F45,11,11,173070,138970
2018,"진단방사선과,영상의학과",F48,110,137,5943790,4195090
2018,"진단방사선과,영상의학과",F50,7,7,299940,242140
2018,"진단방사선과,영상의학과",F51,122,269,3556590,2707590
2018,"진단방사선과,영상의학과",F52,5,5,0,0
2018,"진단방사선과,영상의학과",F54,31,39,652500,483400
2018,"진단방사선과,영상의학과",F55,1,2,140970,101070
2018,"진단방사선과,영상의학과",F59,2,2,34420,24220
2018,"진단방사선과,영상의학과",F78,2,2,117530,82430
2018,"진단방사선과,영상의학과",F79,1,1,310890,217690
2018,"진단방사선과,영상의학과",F80,19,20,3758170,2639670
2018,"진단방사선과,영상의학과",F81,1,1,15310,10810
2018,"진단방사선과,영상의학과",F83,1,1,361880,285980
2018,"진단방사선과,영상의학과",F84,1,1,23300,16400
2018,"진단방사선과,영상의학과",F89,1,1,21270,16870
2018,"진단방사선과,영상의학과",F90,2,2,396380,277580
2018,"진단방사선과,영상의학과",F91,3,3,537540,376440
2018,"진단방사선과,영상의학과",F92,2,2,536990,375990
2018,"진단방사선과,영상의학과",F93,1,1,15310,10810
2018,"진단방사선과,영상의학과",F95,3,3,223870,156970
2018,"진단방사선과,영상의학과",F98,2,2,39230,31030
2018,"진단방사선과,영상의학과",F99,1,1,104680,73280
2018,"진단방사선과,영상의학과",G03,14,15,3035080,2132680
2018,"진단방사선과,영상의학과",G04,13,13,3223400,2256700
2018,"진단방사선과,영상의학과",G05,1,2,24290,17090
2018,"진단방사선과,영상의학과",G06,6,6,2487430,1741530
2018,"진단방사선과,영상의학과",G08,1,1,414900,290500
2018,"진단방사선과,영상의학과",G10,1,1,644560,451260
2018,"진단방사선과,영상의학과",G11,10,10,1753570,1380870
2018,"진단방사선과,영상의학과",G12,6,7,1716330,1210630
2018,"진단방사선과,영상의학과",G13,1,1,104680,73280
2018,"진단방사선과,영상의학과",G14,1,1,15310,10810
2018,"진단방사선과,영상의학과",G20,217,247,68059010,52063310
2018,"진단방사선과,영상의학과",G21,26,28,9425130,6609530
2018,"진단방사선과,영상의학과",G22,19,20,7522370,5267070
2018,"진단방사선과,영상의학과",G23,33,33,9627310,6742210
2018,"진단방사선과,영상의학과",G24,71,72,6029060,4270160
2018,"진단방사선과,영상의학과",G25,135,202,14166320,10166520
2018,"진단방사선과,영상의학과",G26,1,1,15310,13810
2018,"진단방사선과,영상의학과",G30,498,500,116012440,82161040
2018,"진단방사선과,영상의학과",G31,1180,2036,134637400,96841400
2018,"진단방사선과,영상의학과",G32,10,10,1965280,1394180
2018,"진단방사선과,영상의학과",G35,8,8,2982230,2087930
2018,"진단방사선과,영상의학과",G36,2,2,803050,562250
2018,"진단방사선과,영상의학과",G37,55,59,20867740,14611840
2018,"진단방사선과,영상의학과",G40,127,134,41022160,29596960
2018,"진단방사선과,영상의학과",G41,4,4,863170,689270
2018,"진단방사선과,영상의학과",G43,3464,3978,542421030,381044580
2018,"진단방사선과,영상의학과",G44,6222,6825,890667400,627096890
2018,"진단방사선과,영상의학과",G45,1525,1583,456007160,320847760
2018,"진단방사선과,영상의학과",G46,157,160,39928770,28107570
2018,"진단방사선과,영상의학과",G47,515,1255,23898780,17764980
2018,"진단방사선과,영상의학과",G50,231,244,46164560,32397260
2018,"진단방사선과,영상의학과",G51,510,536,88985070,62955370
2018,"진단방사선과,영상의학과",G52,280,299,62637200,44003300
2018,"진단방사선과,영상의학과",G53,98,189,6635670,4866380
2018,"진단방사선과,영상의학과",G54,209,218,6901290,5419390
2018,"진단방사선과,영상의학과",G55,2454,2919,296114240,208890940
2018,"진단방사선과,영상의학과",G56,92,123,9198650,6496150
2018,"진단방사선과,영상의학과",G57,48,114,3272650,2432850
2018,"진단방사선과,영상의학과",G58,57,94,6532040,4923740
2018,"진단방사선과,영상의학과",G60,1,3,35240,24840
2018,"진단방사선과,영상의학과",G61,4,4,122710,89910
2018,"진단방사선과,영상의학과",G62,11,12,469310,336510
2018,"진단방사선과,영상의학과",G63,23,76,1720660,1271260
2018,"진단방사선과,영상의학과",G64,17,22,1290420,913420
2018,"진단방사선과,영상의학과",G70,5,6,715000,550900
2018,"진단방사선과,영상의학과",G71,3,8,448150,334850
2018,"진단방사선과,영상의학과",G72,3,3,66790,49990
2018,"진단방사선과,영상의학과",G73,1,2,29450,27950
2018,"진단방사선과,영상의학과",G80,8,8,2133480,1513180
2018,"진단방사선과,영상의학과",G81,292,297,51301000,36165600
2018,"진단방사선과,영상의학과",G82,12,12,2915990,2048090
2018,"진단방사선과,영상의학과",G83,51,52,15975710,11297710
2018,"진단방사선과,영상의학과",G90,40,73,2307880,1725080
2018,"진단방사선과,영상의학과",G91,259,267,67838750,47707250
2018,"진단방사선과,영상의학과",G92,1,1,102220,71620
2018,"진단방사선과,영상의학과",G93,1772,1809,338749930,237861730
2018,"진단방사선과,영상의학과",G94,21,23,2791810,1958110
2018,"진단방사선과,영상의학과",G95,105,135,21846520,15641120
2018,"진단방사선과,영상의학과",G96,15,15,4487450,3142050
2018,"진단방사선과,영상의학과",G97,1,1,13340,9340
2018,"진단방사선과,영상의학과",G99,46,46,9907850,6961550
2018,"진단방사선과,영상의학과",H00,37,45,957790,675790
2018,"진단방사선과,영상의학과",H01,24,29,685520,488920
2018,"진단방사선과,영상의학과",H02,38,40,3512310,2490310
2018,"진단방사선과,영상의학과",H03,1,1,15310,13810
2018,"진단방사선과,영상의학과",H04,853,875,82025980,57758280
2018,"진단방사선과,영상의학과",H05,218,225,34473120,24197720
2018,"진단방사선과,영상의학과",H06,40,40,6755490,4765290
2018,"진단방사선과,영상의학과",H10,83,118,1641260,1208560
2018,"진단방사선과,영상의학과",H11,60,119,1657380,1217380
2018,"진단방사선과,영상의학과",H13,1,1,222740,155940
2018,"진단방사선과,영상의학과",H16,34,82,1262300,959000
2018,"진단방사선과,영상의학과",H19,1,1,9560,8060
2018,"진단방사선과,영상의학과",H20,3,3,75760,53160
2018,"진단방사선과,영상의학과",H25,19,20,689710,511910
2018,"진단방사선과,영상의학과",H26,222,229,9521040,6711340
2018,"진단방사선과,영상의학과",H33,1,1,131510,92110
2018,"진단방사선과,영상의학과",H34,11,13,929570,660670
2018,"진단방사선과,영상의학과",H35,7,7,576080,408980
2018,"진단방사선과,영상의학과",H36,3,4,56290,44890
2018,"진단방사선과,영상의학과",H40,21,61,2225600,1661500
2018,"진단방사선과,영상의학과",H43,1,1,50890,35690
2018,"진단방사선과,영상의학과",H44,20,20,2046260,1434560
2018,"진단방사선과,영상의학과",H45,1,1,182520,127820
2018,"진단방사선과,영상의학과",H46,19,19,4605330,3224830
2018,"진단방사선과,영상의학과",H47,29,29,6842230,4866730
2018,"진단방사선과,영상의학과",H48,4,4,1012820,712220
2018,"진단방사선과,영상의학과",H49,20,20,5507580,3863880
2018,"진단방사선과,영상의학과",H50,92,93,9005280,6344780
2018,"진단방사선과,영상의학과",H51,1,1,217030,151930
2018,"진단방사선과,영상의학과",H52,2,2,549060,384360
2018,"진단방사선과,영상의학과",H53,452,489,102138830,71924530
2018,"진단방사선과,영상의학과",H54,29,30,5148940,3610840
2018,"진단방사선과,영상의학과",H55,13,14,4712770,3299770
2018,"진단방사선과,영상의학과",H57,35,35,4526230,3177730
2018,"진단방사선과,영상의학과",H58,2,2,524220,367120
2018,"진단방사선과,영상의학과",H60,52,74,4194320,2976020
2018,"진단방사선과,영상의학과",H61,9,10,677480,495380
2018,"진단방사선과,영상의학과",H62,1,2,0,0
2018,"진단방사선과,영상의학과",H65,63,67,7999030,5640130
2018,"진단방사선과,영상의학과",H66,288,301,35605070,25011870
2018,"진단방사선과,영상의학과",H67,1,1,26560,18660
2018,"진단방사선과,영상의학과",H69,1,1,180980,126780
2018,"진단방사선과,영상의학과",H70,62,62,6078700,4260400
2018,"진단방사선과,영상의학과",H71,64,64,9689240,6826440
2018,"진단방사선과,영상의학과",H72,7,7,745750,522350
2018,"진단방사선과,영상의학과",H73,3,3,400250,280250
2018,"진단방사선과,영상의학과",H74,51,51,5836080,4089380
2018,"진단방사선과,영상의학과",H80,1,1,131510,92110
2018,"진단방사선과,영상의학과",H81,1602,2114,265150540,187629740
2018,"진단방사선과,영상의학과",H82,123,167,14952780,10668080
2018,"진단방사선과,영상의학과",H83,6,6,456380,319880
2018,"진단방사선과,영상의학과",H90,76,86,13224740,9310440
2018,"진단방사선과,영상의학과",H91,107,108,13350640,9383340
2018,"진단방사선과,영상의학과",H92,45,45,3290880,2316180
2018,"진단방사선과,영상의학과",H93,346,369,39118400,27647300
2018,"진단방사선과,영상의학과",H94,1,1,24810,17410
2018,"진단방사선과,영상의학과",H95,1,1,135310,94810
2018,"진단방사선과,영상의학과",I00,3,4,537150,397950
2018,"진단방사선과,영상의학과",I05,2,2,139840,97940
2018,"진단방사선과,영상의학과",I07,2,2,66060,46260
2018,"진단방사선과,영상의학과",I08,3,6,80420,69920
2018,"진단방사선과,영상의학과",I10,8639,45170,835215830,638796350
2018,"진단방사선과,영상의학과",I11,197,385,8213250,6206450
2018,"진단방사선과,영상의학과",I12,5,9,199010,156710
2018,"진단방사선과,영상의학과",I13,6,18,222920,175120
2018,"진단방사선과,영상의학과",I15,98,319,6534130,4796730
2018,"진단방사선과,영상의학과",I20,647,927,92407700,65793600
2018,"진단방사선과,영상의학과",I21,7,7,695720,487420
2018,"진단방사선과,영상의학과",I22,1,1,15310,10810
2018,"진단방사선과,영상의학과",I24,9,15,1337600,949100
2018,"진단방사선과,영상의학과",I25,513,751,36029210,26073310
2018,"진단방사선과,영상의학과",I26,63,64,13678710,9577510
2018,"진단방사선과,영상의학과",I27,7,7,1215860,851360
2018,"진단방사선과,영상의학과",I28,72,72,13352770,9372870
2018,"진단방사선과,영상의학과",I30,2,2,725580,507980
2018,"진단방사선과,영상의학과",I31,22,23,3369340,2368040
2018,"진단방사선과,영상의학과",I33,1,1,128050,89650
2018,"진단방사선과,영상의학과",I34,5,7,502700,352300
2018,"진단방사선과,영상의학과",I35,6,6,1540610,1078810
2018,"진단방사선과,영상의학과",I37,1,1,128050,89650
2018,"진단방사선과,영상의학과",I42,2,2,437920,306620
2018,"진단방사선과,영상의학과",I43,1,1,26330,18530
2018,"진단방사선과,영상의학과",I45,32,38,1697890,1224190
2018,"진단방사선과,영상의학과",I47,5,12,179690,146490
2018,"진단방사선과,영상의학과",I48,35,58,2519560,1850460
2018,"진단방사선과,영상의학과",I49,101,153,5197280,3792580
2018,"진단방사선과,영상의학과",I50,71,145,6797700,4964600
2018,"진단방사선과,영상의학과",I51,904,1005,41555100,30214100
2018,"진단방사선과,영상의학과",I52,1,1,15310,10810
2018,"진단방사선과,영상의학과",I60,67,69,13543110,9487510
2018,"진단방사선과,영상의학과",I61,482,522,104140500,73169900
2018,"진단방사선과,영상의학과",I62,149,176,48321970,34073770
2018,"진단방사선과,영상의학과",I63,5691,6374,1981114060,1397920400
2018,"진단방사선과,영상의학과",I64,58,60,19942630,14097530
2018,"진단방사선과,영상의학과",I65,760,822,193295130,136285330
2018,"진단방사선과,영상의학과",I66,1406,2528,434255170,308781470
2018,"진단방사선과,영상의학과",I67,4537,4836,1441591620,1014509750
2018,"진단방사선과,영상의학과",I68,58,72,23186320,16357120
2018,"진단방사선과,영상의학과",I69,587,681,133696260,94941760
2018,"진단방사선과,영상의학과",I70,792,1463,121718180,89559710
